task,step,visual_state_evidence,depth_scale_evidence,policy_embedding_proxy_evidence,action_outcome_mismatch_evidence,progress_regularity_evidence,local_neighborhood_proxy_evidence,composite_step_score,mixed_components,expected_dominant_mechanism,expected_route,priority_router_route,max_signal_route,uniform_retry_route,single_score_route
NeedlePick,46,1.0,1.0,0.7631578947368421,0.6,0.6625,0.5552631578947369,0.564178947368421,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,47,1.0,1.0,0.7631578947368421,0.6,0.71875,0.5718256578947368,0.5727526315789473,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,48,1.0,1.0,0.7631578947368421,0.6,0.7749999999999999,0.5938815789473684,0.5813263157894736,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,49,1.0,1.0,0.786842105263158,0.6,0.55,0.5997368421052632,0.5470315789473684,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,50,1.0,1.0,0.786842105263158,0.6,0.60625,0.5997368421052632,0.5556052631578947,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,51,1.0,1.0,0.786842105263158,0.6,0.6625,0.5997368421052632,0.564178947368421,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,52,1.0,1.0,0.786842105263158,0.6,0.71875,0.5997368421052632,0.5727526315789473,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,53,1.0,1.0,0.8105263157894738,0.6,0.7749999999999999,0.6442105263157896,0.5813263157894736,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,54,1.0,1.0,0.8105263157894738,0.6,0.83125,0.6442105263157896,0.5899,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,55,1.0,1.0,0.8105263157894738,0.6,0.8875,0.6442105263157896,0.5984736842105263,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,56,1.0,1.0,0.8105263157894738,0.6,0.71875,0.6442105263157896,0.5727526315789473,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,57,1.0,1.0,0.8105263157894738,0.6,0.7749999999999999,0.6442105263157896,0.5813263157894736,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,58,1.0,1.0,0.8105263157894738,0.6,0.83125,0.6442105263157896,0.5899,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,59,1.0,1.0,0.8105263157894738,0.6,0.8875,0.6442105263157896,0.5984736842105263,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,60,1.0,1.0,0.8105263157894738,0.6,0.94375,0.6600493421052631,0.6070473684210527,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,61,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,62,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,63,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,64,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,65,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,66,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,67,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,68,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,69,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,70,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,71,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,72,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,73,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,74,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,75,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,76,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,77,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,78,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,79,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,80,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,81,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,82,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,83,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,84,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,85,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,86,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,87,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,88,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,89,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,90,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,91,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,92,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,93,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,94,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,95,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,96,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,97,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,98,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,99,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,100,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,101,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,102,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,103,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,104,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,105,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,106,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,107,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,108,1.0,1.0,0.42894736842105263,0.3,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,109,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,110,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,111,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,112,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,113,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,114,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,115,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,116,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,117,1.0,1.0,0.42894736842105263,0.3,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,118,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,119,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,120,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,121,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,122,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,123,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,124,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,125,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,126,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,127,1.0,1.0,0.42894736842105263,0.3,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,128,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,129,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,130,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,131,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,132,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,133,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,134,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,135,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,136,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,137,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,138,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,139,1.0,1.0,0.8105263157894738,0.6,1.0,0.6821052631578948,0.615621052631579,depth_scale_error+policy_approach_drift,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
