episode_id,task,mechanism,model,terminal_step,onset_step,first_alert_step,alerted,lead_time_to_terminal,alert_after_onset_lag,false_alert
NeedlePick::perception_bias::perturbed::43000::0,NeedlePick,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::perception_bias::perturbed::43000::0,NeedlePick,visual_estimation_bias,depth_only,179,0.0,,False,,,False
NeedlePick::perception_bias::perturbed::43000::0,NeedlePick,visual_estimation_bias,policy_only,179,0.0,,False,,,False
NeedlePick::perception_bias::perturbed::43000::0,NeedlePick,visual_estimation_bias,action_outcome_only,179,0.0,,False,,,False
NeedlePick::perception_bias::perturbed::43000::0,NeedlePick,visual_estimation_bias,composite,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::perception_bias::perturbed::43001::0,NeedlePick,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::perception_bias::perturbed::43001::0,NeedlePick,visual_estimation_bias,depth_only,179,0.0,,False,,,False
NeedlePick::perception_bias::perturbed::43001::0,NeedlePick,visual_estimation_bias,policy_only,179,0.0,,False,,,False
NeedlePick::perception_bias::perturbed::43001::0,NeedlePick,visual_estimation_bias,action_outcome_only,179,0.0,,False,,,False
NeedlePick::perception_bias::perturbed::43001::0,NeedlePick,visual_estimation_bias,composite,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::perception_bias::perturbed::43002::0,NeedlePick,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::perception_bias::perturbed::43002::0,NeedlePick,visual_estimation_bias,depth_only,179,0.0,,False,,,False
NeedlePick::perception_bias::perturbed::43002::0,NeedlePick,visual_estimation_bias,policy_only,179,0.0,,False,,,False
NeedlePick::perception_bias::perturbed::43002::0,NeedlePick,visual_estimation_bias,action_outcome_only,179,0.0,,False,,,False
NeedlePick::perception_bias::perturbed::43002::0,NeedlePick,visual_estimation_bias,composite,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::perception_bias::perturbed::43003::0,NeedlePick,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::perception_bias::perturbed::43003::0,NeedlePick,visual_estimation_bias,depth_only,179,0.0,,False,,,False
NeedlePick::perception_bias::perturbed::43003::0,NeedlePick,visual_estimation_bias,policy_only,179,0.0,,False,,,False
NeedlePick::perception_bias::perturbed::43003::0,NeedlePick,visual_estimation_bias,action_outcome_only,179,0.0,,False,,,False
NeedlePick::perception_bias::perturbed::43003::0,NeedlePick,visual_estimation_bias,composite,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::perception_bias::perturbed::43004::0,NeedlePick,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::perception_bias::perturbed::43004::0,NeedlePick,visual_estimation_bias,depth_only,179,0.0,,False,,,False
NeedlePick::perception_bias::perturbed::43004::0,NeedlePick,visual_estimation_bias,policy_only,179,0.0,,False,,,False
NeedlePick::perception_bias::perturbed::43004::0,NeedlePick,visual_estimation_bias,action_outcome_only,179,0.0,,False,,,False
NeedlePick::perception_bias::perturbed::43004::0,NeedlePick,visual_estimation_bias,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43000::0,GauzeRetrieve,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43000::0,GauzeRetrieve,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43000::0,GauzeRetrieve,depth_scale_error,policy_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43000::0,GauzeRetrieve,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43000::0,GauzeRetrieve,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43001::0,GauzeRetrieve,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43001::0,GauzeRetrieve,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43001::0,GauzeRetrieve,depth_scale_error,policy_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43001::0,GauzeRetrieve,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43001::0,GauzeRetrieve,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43002::0,GauzeRetrieve,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43002::0,GauzeRetrieve,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43002::0,GauzeRetrieve,depth_scale_error,policy_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43002::0,GauzeRetrieve,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43002::0,GauzeRetrieve,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43003::0,GauzeRetrieve,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43003::0,GauzeRetrieve,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43003::0,GauzeRetrieve,depth_scale_error,policy_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43003::0,GauzeRetrieve,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43003::0,GauzeRetrieve,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43004::0,GauzeRetrieve,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43004::0,GauzeRetrieve,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43004::0,GauzeRetrieve,depth_scale_error,policy_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43004::0,GauzeRetrieve,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::monitor_corrected::43004::0,GauzeRetrieve,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::perturbed::43000::0,GauzeRetrieve,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::perturbed::43000::0,GauzeRetrieve,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::perturbed::43000::0,GauzeRetrieve,depth_scale_error,policy_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::perturbed::43000::0,GauzeRetrieve,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::perturbed::43000::0,GauzeRetrieve,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::perturbed::43001::0,GauzeRetrieve,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::perturbed::43001::0,GauzeRetrieve,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::perturbed::43001::0,GauzeRetrieve,depth_scale_error,policy_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::perturbed::43001::0,GauzeRetrieve,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::perturbed::43001::0,GauzeRetrieve,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::perturbed::43002::0,GauzeRetrieve,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::perturbed::43002::0,GauzeRetrieve,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::perturbed::43002::0,GauzeRetrieve,depth_scale_error,policy_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::perturbed::43002::0,GauzeRetrieve,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::perturbed::43002::0,GauzeRetrieve,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::perturbed::43003::0,GauzeRetrieve,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::perturbed::43003::0,GauzeRetrieve,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::perturbed::43003::0,GauzeRetrieve,depth_scale_error,policy_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::perturbed::43003::0,GauzeRetrieve,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::perturbed::43003::0,GauzeRetrieve,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::perturbed::43004::0,GauzeRetrieve,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::perturbed::43004::0,GauzeRetrieve,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::depth_scale_error::perturbed::43004::0,GauzeRetrieve,depth_scale_error,policy_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::perturbed::43004::0,GauzeRetrieve,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::depth_scale_error::perturbed::43004::0,GauzeRetrieve,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::near_target_drift::monitor_corrected::43000::0,GauzeRetrieve,policy_approach_drift,visual_only,34,32.0,,False,,,False
GauzeRetrieve::near_target_drift::monitor_corrected::43000::0,GauzeRetrieve,policy_approach_drift,depth_only,34,32.0,,False,,,False
GauzeRetrieve::near_target_drift::monitor_corrected::43000::0,GauzeRetrieve,policy_approach_drift,policy_only,34,32.0,32.0,True,2.0,0.0,False
GauzeRetrieve::near_target_drift::monitor_corrected::43000::0,GauzeRetrieve,policy_approach_drift,action_outcome_only,34,32.0,32.0,True,2.0,0.0,False
GauzeRetrieve::near_target_drift::monitor_corrected::43000::0,GauzeRetrieve,policy_approach_drift,composite,34,32.0,32.0,True,2.0,0.0,False
GauzeRetrieve::near_target_drift::monitor_corrected::43001::0,GauzeRetrieve,policy_approach_drift,visual_only,32,30.0,,False,,,False
GauzeRetrieve::near_target_drift::monitor_corrected::43001::0,GauzeRetrieve,policy_approach_drift,depth_only,32,30.0,,False,,,False
GauzeRetrieve::near_target_drift::monitor_corrected::43001::0,GauzeRetrieve,policy_approach_drift,policy_only,32,30.0,30.0,True,2.0,0.0,False
GauzeRetrieve::near_target_drift::monitor_corrected::43001::0,GauzeRetrieve,policy_approach_drift,action_outcome_only,32,30.0,30.0,True,2.0,0.0,False
GauzeRetrieve::near_target_drift::monitor_corrected::43001::0,GauzeRetrieve,policy_approach_drift,composite,32,30.0,30.0,True,2.0,0.0,False
GauzeRetrieve::near_target_drift::monitor_corrected::43002::0,GauzeRetrieve,policy_approach_drift,visual_only,34,32.0,,False,,,False
GauzeRetrieve::near_target_drift::monitor_corrected::43002::0,GauzeRetrieve,policy_approach_drift,depth_only,34,32.0,,False,,,False
GauzeRetrieve::near_target_drift::monitor_corrected::43002::0,GauzeRetrieve,policy_approach_drift,policy_only,34,32.0,32.0,True,2.0,0.0,False
GauzeRetrieve::near_target_drift::monitor_corrected::43002::0,GauzeRetrieve,policy_approach_drift,action_outcome_only,34,32.0,32.0,True,2.0,0.0,False
GauzeRetrieve::near_target_drift::monitor_corrected::43002::0,GauzeRetrieve,policy_approach_drift,composite,34,32.0,32.0,True,2.0,0.0,False
GauzeRetrieve::near_target_drift::monitor_corrected::43003::0,GauzeRetrieve,policy_approach_drift,visual_only,34,32.0,,False,,,False
GauzeRetrieve::near_target_drift::monitor_corrected::43003::0,GauzeRetrieve,policy_approach_drift,depth_only,34,32.0,,False,,,False
GauzeRetrieve::near_target_drift::monitor_corrected::43003::0,GauzeRetrieve,policy_approach_drift,policy_only,34,32.0,32.0,True,2.0,0.0,False
GauzeRetrieve::near_target_drift::monitor_corrected::43003::0,GauzeRetrieve,policy_approach_drift,action_outcome_only,34,32.0,32.0,True,2.0,0.0,False
GauzeRetrieve::near_target_drift::monitor_corrected::43003::0,GauzeRetrieve,policy_approach_drift,composite,34,32.0,32.0,True,2.0,0.0,False
GauzeRetrieve::near_target_drift::monitor_corrected::43004::0,GauzeRetrieve,policy_approach_drift,visual_only,34,32.0,,False,,,False
GauzeRetrieve::near_target_drift::monitor_corrected::43004::0,GauzeRetrieve,policy_approach_drift,depth_only,34,32.0,,False,,,False
GauzeRetrieve::near_target_drift::monitor_corrected::43004::0,GauzeRetrieve,policy_approach_drift,policy_only,34,32.0,32.0,True,2.0,0.0,False
GauzeRetrieve::near_target_drift::monitor_corrected::43004::0,GauzeRetrieve,policy_approach_drift,action_outcome_only,34,32.0,32.0,True,2.0,0.0,False
GauzeRetrieve::near_target_drift::monitor_corrected::43004::0,GauzeRetrieve,policy_approach_drift,composite,34,32.0,32.0,True,2.0,0.0,False
GauzeRetrieve::near_target_drift::perturbed::43000::0,GauzeRetrieve,policy_approach_drift,visual_only,179,32.0,,False,,,False
GauzeRetrieve::near_target_drift::perturbed::43000::0,GauzeRetrieve,policy_approach_drift,depth_only,179,32.0,,False,,,False
GauzeRetrieve::near_target_drift::perturbed::43000::0,GauzeRetrieve,policy_approach_drift,policy_only,179,32.0,32.0,True,147.0,0.0,False
GauzeRetrieve::near_target_drift::perturbed::43000::0,GauzeRetrieve,policy_approach_drift,action_outcome_only,179,32.0,32.0,True,147.0,0.0,False
GauzeRetrieve::near_target_drift::perturbed::43000::0,GauzeRetrieve,policy_approach_drift,composite,179,32.0,32.0,True,147.0,0.0,False
GauzeRetrieve::near_target_drift::perturbed::43001::0,GauzeRetrieve,policy_approach_drift,visual_only,179,30.0,,False,,,False
GauzeRetrieve::near_target_drift::perturbed::43001::0,GauzeRetrieve,policy_approach_drift,depth_only,179,30.0,,False,,,False
GauzeRetrieve::near_target_drift::perturbed::43001::0,GauzeRetrieve,policy_approach_drift,policy_only,179,30.0,30.0,True,149.0,0.0,False
GauzeRetrieve::near_target_drift::perturbed::43001::0,GauzeRetrieve,policy_approach_drift,action_outcome_only,179,30.0,30.0,True,149.0,0.0,False
GauzeRetrieve::near_target_drift::perturbed::43001::0,GauzeRetrieve,policy_approach_drift,composite,179,30.0,30.0,True,149.0,0.0,False
GauzeRetrieve::near_target_drift::perturbed::43002::0,GauzeRetrieve,policy_approach_drift,visual_only,179,32.0,,False,,,False
GauzeRetrieve::near_target_drift::perturbed::43002::0,GauzeRetrieve,policy_approach_drift,depth_only,179,32.0,,False,,,False
GauzeRetrieve::near_target_drift::perturbed::43002::0,GauzeRetrieve,policy_approach_drift,policy_only,179,32.0,32.0,True,147.0,0.0,False
GauzeRetrieve::near_target_drift::perturbed::43002::0,GauzeRetrieve,policy_approach_drift,action_outcome_only,179,32.0,32.0,True,147.0,0.0,False
GauzeRetrieve::near_target_drift::perturbed::43002::0,GauzeRetrieve,policy_approach_drift,composite,179,32.0,32.0,True,147.0,0.0,False
GauzeRetrieve::near_target_drift::perturbed::43003::0,GauzeRetrieve,policy_approach_drift,visual_only,179,32.0,,False,,,False
GauzeRetrieve::near_target_drift::perturbed::43003::0,GauzeRetrieve,policy_approach_drift,depth_only,179,32.0,,False,,,False
GauzeRetrieve::near_target_drift::perturbed::43003::0,GauzeRetrieve,policy_approach_drift,policy_only,179,32.0,32.0,True,147.0,0.0,False
GauzeRetrieve::near_target_drift::perturbed::43003::0,GauzeRetrieve,policy_approach_drift,action_outcome_only,179,32.0,32.0,True,147.0,0.0,False
GauzeRetrieve::near_target_drift::perturbed::43003::0,GauzeRetrieve,policy_approach_drift,composite,179,32.0,32.0,True,147.0,0.0,False
GauzeRetrieve::near_target_drift::perturbed::43004::0,GauzeRetrieve,policy_approach_drift,visual_only,179,32.0,,False,,,False
GauzeRetrieve::near_target_drift::perturbed::43004::0,GauzeRetrieve,policy_approach_drift,depth_only,179,32.0,,False,,,False
GauzeRetrieve::near_target_drift::perturbed::43004::0,GauzeRetrieve,policy_approach_drift,policy_only,179,32.0,32.0,True,147.0,0.0,False
GauzeRetrieve::near_target_drift::perturbed::43004::0,GauzeRetrieve,policy_approach_drift,action_outcome_only,179,32.0,32.0,True,147.0,0.0,False
GauzeRetrieve::near_target_drift::perturbed::43004::0,GauzeRetrieve,policy_approach_drift,composite,179,32.0,32.0,True,147.0,0.0,False
GauzeRetrieve::perception_bias::monitor_corrected::43000::0,GauzeRetrieve,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::monitor_corrected::43000::0,GauzeRetrieve,visual_estimation_bias,depth_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::monitor_corrected::43000::0,GauzeRetrieve,visual_estimation_bias,policy_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::monitor_corrected::43000::0,GauzeRetrieve,visual_estimation_bias,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::monitor_corrected::43000::0,GauzeRetrieve,visual_estimation_bias,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::monitor_corrected::43001::0,GauzeRetrieve,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::monitor_corrected::43001::0,GauzeRetrieve,visual_estimation_bias,depth_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::monitor_corrected::43001::0,GauzeRetrieve,visual_estimation_bias,policy_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::monitor_corrected::43001::0,GauzeRetrieve,visual_estimation_bias,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::monitor_corrected::43001::0,GauzeRetrieve,visual_estimation_bias,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::monitor_corrected::43002::0,GauzeRetrieve,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::monitor_corrected::43002::0,GauzeRetrieve,visual_estimation_bias,depth_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::monitor_corrected::43002::0,GauzeRetrieve,visual_estimation_bias,policy_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::monitor_corrected::43002::0,GauzeRetrieve,visual_estimation_bias,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::monitor_corrected::43002::0,GauzeRetrieve,visual_estimation_bias,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::monitor_corrected::43003::0,GauzeRetrieve,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::monitor_corrected::43003::0,GauzeRetrieve,visual_estimation_bias,depth_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::monitor_corrected::43003::0,GauzeRetrieve,visual_estimation_bias,policy_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::monitor_corrected::43003::0,GauzeRetrieve,visual_estimation_bias,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::monitor_corrected::43003::0,GauzeRetrieve,visual_estimation_bias,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::monitor_corrected::43004::0,GauzeRetrieve,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::monitor_corrected::43004::0,GauzeRetrieve,visual_estimation_bias,depth_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::monitor_corrected::43004::0,GauzeRetrieve,visual_estimation_bias,policy_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::monitor_corrected::43004::0,GauzeRetrieve,visual_estimation_bias,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::monitor_corrected::43004::0,GauzeRetrieve,visual_estimation_bias,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::perturbed::43000::0,GauzeRetrieve,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::perturbed::43000::0,GauzeRetrieve,visual_estimation_bias,depth_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::perturbed::43000::0,GauzeRetrieve,visual_estimation_bias,policy_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::perturbed::43000::0,GauzeRetrieve,visual_estimation_bias,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::perturbed::43000::0,GauzeRetrieve,visual_estimation_bias,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::perturbed::43001::0,GauzeRetrieve,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::perturbed::43001::0,GauzeRetrieve,visual_estimation_bias,depth_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::perturbed::43001::0,GauzeRetrieve,visual_estimation_bias,policy_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::perturbed::43001::0,GauzeRetrieve,visual_estimation_bias,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::perturbed::43001::0,GauzeRetrieve,visual_estimation_bias,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::perturbed::43002::0,GauzeRetrieve,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::perturbed::43002::0,GauzeRetrieve,visual_estimation_bias,depth_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::perturbed::43002::0,GauzeRetrieve,visual_estimation_bias,policy_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::perturbed::43002::0,GauzeRetrieve,visual_estimation_bias,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::perturbed::43002::0,GauzeRetrieve,visual_estimation_bias,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::perturbed::43003::0,GauzeRetrieve,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::perturbed::43003::0,GauzeRetrieve,visual_estimation_bias,depth_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::perturbed::43003::0,GauzeRetrieve,visual_estimation_bias,policy_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::perturbed::43003::0,GauzeRetrieve,visual_estimation_bias,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::perturbed::43003::0,GauzeRetrieve,visual_estimation_bias,composite,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::perturbed::43004::0,GauzeRetrieve,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
GauzeRetrieve::perception_bias::perturbed::43004::0,GauzeRetrieve,visual_estimation_bias,depth_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::perturbed::43004::0,GauzeRetrieve,visual_estimation_bias,policy_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::perturbed::43004::0,GauzeRetrieve,visual_estimation_bias,action_outcome_only,179,0.0,,False,,,False
GauzeRetrieve::perception_bias::perturbed::43004::0,GauzeRetrieve,visual_estimation_bias,composite,179,0.0,0.0,True,179.0,0.0,False
