task,failure,route,seed,episode,nearest_prototype_route,nearest_prototype_distance,prototype_ambiguity,prototype_classifier_conflict,recovery_review_prototype_ambiguity
GauzeRetrieve,action_dropout,auto_execute,43001,0,auto_execute,0.6085479917990798,0.19892576786804428,0,0.6663547636070528
GauzeRetrieve,action_dropout,auto_execute,43003,0,auto_execute,0.6071906775658833,0.1991180829687592,0,0.6659455643951631
GauzeRetrieve,action_dropout,auto_recovery,43001,0,auto_recovery,2.483087727115806,0.7778665911471798,0,0.46833446532309697
GauzeRetrieve,action_dropout,auto_recovery,43003,0,auto_recovery,2.4891399661393523,0.7769404620362248,0,0.4695173855118716
GauzeRetrieve,action_dropout,auto_recovery,43001,0,auto_recovery,2.4522185290928444,0.6150474244641575,0,0.5534455253781814
GauzeRetrieve,action_dropout,auto_recovery,43003,0,auto_recovery,2.6946608421358147,0.6356249863906024,0,0.5998987068199372
GauzeRetrieve,action_noise,auto_execute,43001,0,auto_execute,0.6085479917990798,0.19892576786804428,0,0.6663547636070528
GauzeRetrieve,action_noise,auto_execute,43003,0,auto_execute,0.6071906775658833,0.1991180829687592,0,0.6659455643951631
GauzeRetrieve,action_noise,auto_recovery,43001,0,auto_recovery,2.619862614738716,0.7833194346007548,0,0.48831573257702343
GauzeRetrieve,action_noise,auto_recovery,43003,0,auto_recovery,2.776262912868233,0.7714094797739947,0,0.513460621616774
GauzeRetrieve,action_noise,auto_recovery,43001,0,auto_recovery,2.7348116033169734,0.6388176547903451,0,0.6069134444260325
GauzeRetrieve,action_noise,auto_recovery,43003,0,auto_recovery,2.6557878471957657,0.6319112230296585,0,0.5923901023958128
GauzeRetrieve,execution_slip,auto_execute,43001,0,auto_execute,0.6085479917990798,0.19892576786804428,0,0.6663547636070528
GauzeRetrieve,execution_slip,auto_execute,43003,0,auto_execute,0.6071906775658833,0.1991180829687592,0,0.6659455643951631
GauzeRetrieve,execution_slip,auto_recovery,43001,0,auto_recovery,2.537033229754969,0.7809565479009775,0,0.4764961101719498
GauzeRetrieve,execution_slip,auto_recovery,43003,0,auto_recovery,2.487452880053883,0.7758167422094167,0,0.4697547307746067
GauzeRetrieve,execution_slip,auto_recovery,43001,0,auto_recovery,2.696540574230353,0.6354796525637554,0,0.5999371204615984
GauzeRetrieve,execution_slip,auto_recovery,43003,0,auto_recovery,2.651880113125274,0.6315685512801263,0,0.5916598899964682
GauzeRetrieve,none,auto_execute,43001,0,auto_execute,0.6085479917990798,0.19892576786804428,0,0.6663547636070528
GauzeRetrieve,none,auto_execute,43003,0,auto_execute,0.6071906775658833,0.1991180829687592,0,0.6659455643951631
GauzeRetrieve,none,auto_execute,43001,0,auto_execute,2.01343736162989,0.6385332175116595,0,0.6706119822633907
GauzeRetrieve,none,auto_execute,43003,0,auto_execute,2.0378737568282284,0.6456291194142663,0,0.6715063140276603
NeedlePick,jaw_stuck_open,auto_execute,43001,0,auto_execute,0.6087069481668357,0.20157695330031422,0,0.6647304503761344
NeedlePick,jaw_stuck_open,auto_execute,43003,0,auto_execute,0.6104352992660022,0.2029644715803831,0,0.6642871640721071
NeedlePick,jaw_stuck_open,auto_execute,43005,0,auto_execute,0.6223783459019826,0.20818957185436182,0,0.6637526178754375
NeedlePick,jaw_stuck_open,auto_execute,43007,0,auto_execute,0.6064222269321582,0.19998976115575162,0,0.6652246181885229
NeedlePick,jaw_stuck_open,auto_execute,43009,0,auto_execute,0.6139014980301251,0.20509404556213984,0,0.6637176414535342
NeedlePick,jaw_stuck_open,human_review,43001,0,human_review,5.11640565403237,0.746007387902706,0,0.746007387902706
NeedlePick,jaw_stuck_open,human_review,43003,0,human_review,5.112941698970853,0.7461500359755613,0,0.7461500359755613
NeedlePick,jaw_stuck_open,human_review,43005,0,human_review,3.9283411788287768,0.7026805881080307,0,0.698359916593557
NeedlePick,jaw_stuck_open,human_review,43007,0,human_review,5.116781720006451,0.7459919951833164,0,0.7459919951833164
NeedlePick,jaw_stuck_open,human_review,43009,0,human_review,5.103904373969601,0.7450344990793343,0,0.7450344990793343
NeedlePick,jaw_stuck_open,human_review,43001,0,human_review,2.5459106986773077,0.5261778490515918,0,0.5261778490515918
NeedlePick,jaw_stuck_open,human_review,43003,0,human_review,2.5339304605036936,0.5207864236273326,0,0.5207864236273326
NeedlePick,jaw_stuck_open,human_review,43005,0,human_review,2.529368525187627,0.5227989671455827,0,0.5227989671455827
NeedlePick,jaw_stuck_open,human_review,43007,0,human_review,2.5481755127605354,0.5187396224142118,0,0.5187396224142118
NeedlePick,jaw_stuck_open,human_review,43009,0,human_review,2.5395132110091088,0.525293428437756,0,0.525293428437756
NeedlePick,none,auto_execute,43001,0,auto_execute,0.6087069481668357,0.20157695330031422,0,0.6647304503761344
NeedlePick,none,auto_execute,43003,0,auto_execute,0.6104352992660022,0.2029644715803831,0,0.6642871640721071
NeedlePick,none,auto_execute,43005,0,auto_execute,0.6223783459019826,0.20818957185436182,0,0.6637526178754375
NeedlePick,none,auto_execute,43007,0,auto_execute,0.6064222269321582,0.19998976115575162,0,0.6652246181885229
NeedlePick,none,auto_execute,43009,0,auto_execute,0.6139014980301251,0.20509404556213984,0,0.6637176414535342
NeedlePick,none,auto_execute,43001,0,auto_execute,2.1163990331488614,0.6685940860364664,0,0.6744264753121363
NeedlePick,none,auto_execute,43003,0,auto_execute,1.9247675048744608,0.6282812579072441,0,0.6645584087381037
NeedlePick,none,auto_execute,43005,0,auto_execute,2.6212721662214555,0.7825395352238935,0,0.702603036473185
NeedlePick,none,auto_execute,43007,0,auto_execute,2.1157400623890648,0.6658689338994026,0,0.6748071217726936
NeedlePick,none,auto_execute,43009,0,auto_execute,1.9719499144247263,0.6422602118296674,0,0.6662619162478247
GauzeRetrieve,jaw_stuck_open,auto_execute,43001,0,auto_execute,0.6281430960798245,0.20806079977646785,0,0.6602672796752347
GauzeRetrieve,jaw_stuck_open,auto_execute,43003,0,auto_execute,0.626828286138145,0.2083084879260183,0,0.65981916497233
GauzeRetrieve,jaw_stuck_open,auto_execute,43005,0,auto_execute,0.6352893346045666,0.21222724932807913,0,0.6586581116563968
GauzeRetrieve,jaw_stuck_open,auto_execute,43007,0,auto_execute,0.628864998754891,0.20811280738170324,0,0.6604090656268349
GauzeRetrieve,jaw_stuck_open,auto_execute,43009,0,auto_execute,0.6371689196699353,0.21132425173626446,0,0.659665023548135
GauzeRetrieve,jaw_stuck_open,human_review,43001,0,human_review,5.123784980480816,0.7467113010600422,0,0.7467113010600422
GauzeRetrieve,jaw_stuck_open,human_review,43003,0,human_review,5.130936665916289,0.747441551434045,0,0.747441551434045
GauzeRetrieve,jaw_stuck_open,human_review,43005,0,human_review,5.117835928965473,0.7462206250792001,0,0.7462206250792001
GauzeRetrieve,jaw_stuck_open,human_review,43007,0,human_review,5.135462010848939,0.7479014371080293,0,0.7479014371080293
GauzeRetrieve,jaw_stuck_open,human_review,43009,0,human_review,5.132170250214824,0.7475670804498578,0,0.7475670804498578
GauzeRetrieve,jaw_stuck_open,human_review,43001,0,human_review,2.6884804732240433,0.5269171239116612,0,0.5269171239116612
GauzeRetrieve,jaw_stuck_open,human_review,43003,0,human_review,2.6833958373387694,0.5264657694199062,0,0.5264657694199062
GauzeRetrieve,jaw_stuck_open,human_review,43005,0,human_review,2.7858916427696054,0.5360320821182367,0,0.5360320821182367
GauzeRetrieve,jaw_stuck_open,human_review,43007,0,human_review,2.591724094842005,0.5194285397565921,0,0.5194285397565921
GauzeRetrieve,jaw_stuck_open,human_review,43009,0,human_review,2.643181437855671,0.523053789912889,0,0.523053789912889
GauzeRetrieve,none,auto_execute,43001,0,auto_execute,0.6281430960798245,0.20806079977646785,0,0.6602672796752347
GauzeRetrieve,none,auto_execute,43003,0,auto_execute,0.626828286138145,0.2083084879260183,0,0.65981916497233
GauzeRetrieve,none,auto_execute,43005,0,auto_execute,0.6352893346045666,0.21222724932807913,0,0.6586581116563968
GauzeRetrieve,none,auto_execute,43007,0,auto_execute,0.628864998754891,0.20811280738170324,0,0.6604090656268349
GauzeRetrieve,none,auto_execute,43009,0,auto_execute,0.6371689196699353,0.21132425173626446,0,0.659665023548135
GauzeRetrieve,none,auto_execute,43001,0,auto_execute,2.0194475023187732,0.648443454526515,0,0.6648888124013553
GauzeRetrieve,none,auto_execute,43003,0,auto_execute,2.0438121273823477,0.6555863896071574,0,0.6657944109802246
GauzeRetrieve,none,auto_execute,43005,0,auto_execute,2.0464120146391247,0.6594925991148031,0,0.6647808259553971
GauzeRetrieve,none,auto_execute,43007,0,auto_execute,2.032884975434321,0.6497245182937282,0,0.6659103362652548
GauzeRetrieve,none,auto_execute,43009,0,auto_execute,2.032063270853126,0.6515778952693736,0,0.6654648245684932
NeedleReach,action_freeze,auto_execute,43001,0,auto_execute,0.727471648785147,0.22739991813594795,0,0.6781343672589093
NeedleReach,action_freeze,auto_execute,43003,0,auto_execute,0.7302891665315444,0.2302701264269228,0,0.6772279653733468
NeedleReach,action_freeze,auto_recovery,43001,0,auto_recovery,2.824304691666866,0.7984079390753104,0,0.5158094921171668
NeedleReach,action_freeze,auto_recovery,43003,0,auto_recovery,2.792962116329874,0.7894180888792318,0,0.5128470298777719
NeedleReach,action_freeze,auto_recovery,43001,0,auto_recovery,3.138937858873382,0.701835852475291,0,0.6482025773534568
NeedleReach,action_freeze,auto_recovery,43003,0,auto_recovery,3.5733148910236947,0.7316665273560208,0,0.7072590703531625
NeedleReach,none,auto_execute,43001,0,auto_execute,0.727471648785147,0.22739991813594795,0,0.6781343672589093
NeedleReach,none,auto_execute,43003,0,auto_execute,0.7302891665315444,0.2302701264269228,0,0.6772279653733468
NeedleReach,none,auto_execute,43001,0,auto_execute,0.727471648785147,0.22739991813594795,0,0.6781343672589093
NeedleReach,none,auto_execute,43003,0,auto_execute,0.7302891619642209,0.23027012405431235,0,0.6772279657381505
NeedlePick,depth_scale_error,auto_execute,43001,0,auto_execute,0.6087069481668357,0.20157695330031422,0,0.6647304503761344
NeedlePick,depth_scale_error,auto_execute,43003,0,auto_execute,0.6104352992660022,0.2029644715803831,0,0.6642871640721071
NeedlePick,depth_scale_error,human_review,43001,0,human_review,2.8813259387929873,0.6033267804187917,0,0.5863321196478137
NeedlePick,depth_scale_error,human_review,43003,0,human_review,2.875523386764872,0.5945446818764206,0,0.5819424198869277
NeedlePick,depth_scale_error,human_review,43001,0,human_review,2.8813259387929873,0.6033267804187917,0,0.5863321196478137
NeedlePick,depth_scale_error,human_review,43003,0,human_review,2.875523386764872,0.5945446818764206,0,0.5819424198869277
NeedlePick,near_target_drift,auto_execute,43001,0,auto_execute,0.6087069481668357,0.20157695330031422,0,0.6647304503761344
NeedlePick,near_target_drift,auto_execute,43003,0,auto_execute,0.6104352992660022,0.2029644715803831,0,0.6642871640721071
NeedlePick,near_target_drift,auto_recovery,43001,0,auto_recovery,2.0846822014845006,0.8546615588867237,0,0.41668638541928316
NeedlePick,near_target_drift,auto_recovery,43003,0,auto_recovery,2.0518107772910694,0.8445322941667717,0,0.41204835299781106
NeedlePick,near_target_drift,auto_recovery,43001,0,auto_recovery,2.038695617625518,0.6222313336726435,0,0.4553212116372075
NeedlePick,near_target_drift,auto_recovery,43003,0,auto_recovery,2.038334161837112,0.622447251498241,0,0.45595891599636595
NeedlePick,none,auto_execute,43001,0,auto_execute,0.6087069481668357,0.20157695330031422,0,0.6647304503761344
NeedlePick,none,auto_execute,43003,0,auto_execute,0.6104352992660022,0.2029644715803831,0,0.6642871640721071
NeedlePick,none,auto_execute,43001,0,auto_execute,0.6087069357089638,0.20157694647123092,0,0.664730451896772
NeedlePick,none,auto_execute,43003,0,auto_execute,0.6104353323510108,0.20296451269660243,0,0.6642871454908339
NeedlePick,perception_bias,auto_execute,43001,0,auto_execute,0.6087069481668357,0.20157695330031422,0,0.6647304503761344
NeedlePick,perception_bias,auto_execute,43003,0,auto_execute,0.6104352992660022,0.2029644715803831,0,0.6642871640721071
NeedlePick,perception_bias,human_review,43001,0,human_review,6.663131563234159,0.7784154352146055,0,0.7784154352146055
NeedlePick,perception_bias,human_review,43003,0,human_review,2.8761356963630385,0.5914010786295336,0,0.5805511260088123
NeedlePick,perception_bias,human_review,43001,0,human_review,2.8764553296213524,0.5908329965114901,0,0.5803137482887908
NeedlePick,perception_bias,human_review,43003,0,human_review,2.8761356963630385,0.5914010786295336,0,0.5805511260088123
GauzeRetrieve,depth_scale_error,auto_execute,43001,0,auto_execute,0.6281430960798245,0.20806079977646785,0,0.6602672796752347
GauzeRetrieve,depth_scale_error,auto_execute,43003,0,auto_execute,0.626828286138145,0.2083084879260183,0,0.65981916497233
GauzeRetrieve,depth_scale_error,human_review,43001,0,human_review,3.0064784623311276,0.5818174570015637,0,0.5818174570015637
GauzeRetrieve,depth_scale_error,human_review,43003,0,human_review,3.0023448809972932,0.5815483534722934,0,0.5815483534722934
GauzeRetrieve,depth_scale_error,human_review,43001,0,human_review,3.0064784623311276,0.5818174570015637,0,0.5818174570015637
GauzeRetrieve,depth_scale_error,human_review,43003,0,human_review,3.0023448809972932,0.5815483534722934,0,0.5815483534722934
GauzeRetrieve,near_target_drift,auto_execute,43001,0,auto_execute,0.6281430960798245,0.20806079977646785,0,0.6602672796752347
GauzeRetrieve,near_target_drift,auto_execute,43003,0,auto_execute,0.626828286138145,0.2083084879260183,0,0.65981916497233
GauzeRetrieve,near_target_drift,auto_recovery,43001,0,auto_recovery,2.1157327976620035,0.8622206842232705,0,0.4192682266518263
GauzeRetrieve,near_target_drift,auto_recovery,43003,0,auto_recovery,2.0988038543123126,0.8568193246135966,0,0.41721172557545916
GauzeRetrieve,near_target_drift,auto_recovery,43001,0,auto_recovery,2.0645376081280435,0.6571853477169233,0,0.4475827584137275
GauzeRetrieve,near_target_drift,auto_recovery,43003,0,auto_recovery,2.076607686510367,0.6626168973241046,0,0.4492030583124468
GauzeRetrieve,none,auto_execute,43001,0,auto_execute,0.6281430960798245,0.20806079977646785,0,0.6602672796752347
GauzeRetrieve,none,auto_execute,43003,0,auto_execute,0.626828286138145,0.2083084879260183,0,0.65981916497233
GauzeRetrieve,none,auto_execute,43001,0,auto_execute,0.6288551435225298,0.2080105529829448,0,0.6604642609976801
GauzeRetrieve,none,auto_execute,43003,0,auto_execute,0.6266779455458962,0.2083354871119688,0,0.6597666254127339
GauzeRetrieve,perception_bias,auto_execute,43001,0,auto_execute,0.6281430960798245,0.20806079977646785,0,0.6602672796752347
GauzeRetrieve,perception_bias,auto_execute,43003,0,auto_execute,0.626828286138145,0.2083084879260183,0,0.65981916497233
GauzeRetrieve,perception_bias,human_review,43001,0,human_review,2.6172840363282193,0.4392388594574522,0,0.4392388594574522
GauzeRetrieve,perception_bias,human_review,43003,0,human_review,2.6197292562413184,0.4395020796708815,0,0.4395020796708815
GauzeRetrieve,perception_bias,human_review,43001,0,human_review,2.6172840363282193,0.4392388594574522,0,0.4392388594574522
GauzeRetrieve,perception_bias,human_review,43003,0,human_review,2.6197292562413184,0.4395020796708815,0,0.4395020796708815
NeedlePick,none,auto_execute,43001,0,auto_recovery,7.654286103949782,0.9827565381812506,1,0.8153929106428938
NeedlePick,none,auto_execute,43003,0,auto_recovery,7.813254601669719,0.9842440219486182,1,0.821065302325999
NeedlePick,none,auto_execute,43001,0,auto_recovery,7.654287223586219,0.9827565384015168,1,0.8153929412232204
NeedlePick,none,auto_execute,43003,0,auto_recovery,7.813251924249367,0.9842439345034203,1,0.8210651967121694
NeedlePick,near_target_drift,auto_recovery,43001,0,auto_recovery,7.654286103949782,0.9827565381812506,0,0.8153929106428938
NeedlePick,near_target_drift,auto_recovery,43003,0,auto_recovery,7.813254601669719,0.9842440219486182,0,0.821065302325999
NeedlePick,near_target_drift,auto_recovery,43001,0,auto_recovery,16.305941922715718,0.9457507459803147,0,0.9315946603131418
NeedlePick,near_target_drift,auto_recovery,43003,0,auto_recovery,17.574649469070945,0.9482524822835753,0,0.9366967291224392
NeedlePick,near_target_drift,abort_candidate,43001,0,abort_candidate,1.113374747239489,0.062431172500325705,0,0.9571970796320796
NeedlePick,near_target_drift,abort_candidate,43003,0,abort_candidate,1.1133747472394893,0.06418653024497512,0,0.9540135738760258
